period,power,significance,peaks
39.0,0.010875679408025673,0.1870435582742334,0
39.25,0.011853051897650057,0.18540072531864757,0
39.5,0.012896429893033055,0.18385276794149955,0
39.75,0.014008056521579701,0.18239446693865968,0
40.0,0.015190042599315553,0.1810209800775195,0
40.25,0.016444345457877003,0.17972780944379677,0
40.5,0.0177727477350541,0.17851077206466331,0
40.75,0.019176836346625904,0.17736597343635704,0
41.0,0.020657981868178642,0.1762897836313438,0
41.25,0.02221731856389121,0.1752788157005149,0
41.5,0.0238557253046189,0.17432990612080246,0
41.75,0.025573807619747542,0.17344009706880634,0
42.0,0.027371881126017378,0.1726066203272119,0
42.25,0.029249956571672224,0.17182688265354135,0
42.5,0.0312077267257731,0.17109845246059507,0
42.75,0.033244555330285884,0.17041904767522426,0
43.0,0.03535946831664898,0.1697865246571827,0
43.25,0.03755114746903478,0.16919886807302814,0
43.5,0.039817926693616966,0.16865418163164667,0
43.75,0.04215779102708005,0.1681506795981599,0
44.0,0.04456837848865796,0.16768667901194684,0
44.25,0.047046984848548856,0.16726059254241324,0
44.5,0.0495905713520356,0.16687092192312444,0
44.75,0.05219577540354143,0.16651625191108702,0
45.0,0.0548589241786821,0.16619524472342972,0
45.25,0.05757605109570516,0.16590663490858348,0
45.5,0.06034291504111555,0.1656492246133646,0
45.75,0.06315502220836923,0.16542187921119342,0
46.0,0.06600765037386921,0.1652235232600954,0
46.25,0.06889587540171785,0.16505313676216965,0
46.49999999999999,0.07181459973831357,0.16490975169892982,0
46.75,0.07475858263046892,0.16479244881934968,0
47.0,0.07772247177675325,0.1647003546596228,0
47.25,0.0807008361016481,0.16463263877559478,0
47.5,0.08368819932620869,0.1645885111705759,0
47.75,0.08667907399754553,0.16456721990281772,0
48.0,0.08966799563277454,0.16456804885834805,0
48.25,0.09264955663126057,0.16459031567613702,0
48.5,0.09561843961203567,0.16463336981371346,0
48.75,0.09856944984115093,0.16469659074238946,0
49.00000000000001,0.10149754642629552,0.16477938626218702,0
49.25000000000001,0.10439787197304148,0.1648811909274098,0
49.49999999999999,0.10726578041827864,0.16500146457456993,0
49.75,0.1100968627813846,0.16513969094507588,0
50.0,0.11288697060201093,0.16529537639571748,0
50.25,0.11563223686456557,0.16546804869056084,0
50.5,0.11832909424297489,0.16565725586838226,0
50.75,0.12097429053456953,0.16586256518024914,0
51.0,0.12356490118834708,0.16608356209228384,0
51.25,0.1260983388698218,0.16631984934904362,0
51.50000000000001,0.12857236004158218,0.1665710460933049,0
51.75,0.13098506857495135,0.16683678703837235,0
52.0,0.13333491644322254,0.167116721689329,0
52.25,0.13562070158030928,0.16741051360992085,0
52.49999999999999,0.13784156301981168,0.16771783973201737,0
52.74999999999999,0.1399969734580564,0.16803838970482216,0
53.0,0.14208672941022865,0.16837186528121614,0
53.25,0.14411093915100784,0.1687179797388105,0
53.50000000000001,0.14607000864989264,0.16907645733346374,0
53.75,0.1479646257265121,0.1694470327831798,0
54.0,0.14979574266257925,0.16982945078045575,0
54.25,0.15156455751471948,0.17022346553128295,0
54.5,0.1532724943762786,0.17062884031913647,0
54.75,0.15492118283646078,0.17104534709240005,0
55.0,0.1565124368819712,0.17147276607378717,0
55.24999999999999,0.15804823347993993,0.1719108853904131,0
55.5,0.15953069107156806,0.17235950072327022,0
55.75,0.16096204819395904,0.17281841497493855,0
56.0,0.1623446424333213,0.17328743795444784,0
56.25,0.16368088989650453,0.17376638607827452,0
56.5,0.16497326537003343,0.17425508208652912,0
56.74999999999999,0.16622428331680278,0.17475335477344914,0
57.0,0.16743647984077378,0.1752610387313715,0
57.25,0.16861239572971748,0.17577797410741153,0
57.5,0.16975456066564862,0.1763040063721268,0
57.75,0.17086547867239185,0.17683898609948817,0
58.0,0.17194761485003354,0.17738276875752482,0
58.25,0.17300338342710542,0.1779352145090505,0
58.49999999999999,0.1740351371434437,0.17849618802191305,0
58.75,0.17504515795999284,0.17906555828824666,0
59.0,0.17603564907651595,0.17964319845223617,0
59.25000000000001,0.1770087282243846,0.18022898564593426,0
59.5,0.17796642218942033,0.1808228008326994,0
59.75000000000001,0.17891066250922333,0.1814245286578493,0
60.0,0.1798432822805573,0.18203405730614752,0
60.25,0.18076601400516695,0.18265127836576558,0
60.5,0.18168048839684325,0.18327608669838255,0
60.74999999999999,0.18258823406856342,0.183908380315104,0
61.0,0.1834906780160347,0.18454806025790244,0
61.24999999999999,0.18438914681285912,0.18519503048629563,0
61.49999999999999,0.18528486843270536,0.18584919776899847,0
61.75,0.18617897461518165,0.18651047158029754,0
62.0,0.18707250369443615,0.18717876400091174,0
62.25000000000001,0.18796640381271215,0.18785398962311678,0
62.5,0.18886153644503254,0.18853606545992216,0
62.75,0.18975868016572955,0.18922491085810242,0
63.0,0.1906585345925505,0.18992044741489517,0
63.25000000000001,0.19156172444942052,0.1906225988981874,0
63.5,0.192468803694519,0.19133129117002382,0
63.75,0.19338025966600864,0.1920464521132766,0
64.0,0.19429651720344807,0.19276801156132842,0
64.25,0.19521794270853599,0.19349590123062504,0
64.5,0.19614484811428679,0.19423005465596374,0
64.75,0.19707749473697142,0.19497040712839026,0
65.0,0.19801609699010977,0.19571689563558234,0
65.25,0.19896082594442582,0.19646945880460762,0
65.5,0.1999118127219532,0.19722803684694468,0
65.75,0.2008691517163643,0.19799257150566657,0
66.0,0.2018329036350929,0.19876300600468816,0
66.25,0.20280309836191684,0.19953928499998422,0
66.5,0.20377973764135557,0.2003213545326918,0
66.75,0.2047627975885437,0.2011091619840114,0
67.0,0.2057522310301631,0.20190265603182964,0
67.25,0.20674796968357456,0.20270178660898558,0
67.5,0.20774992618251809,0.2035065048631117,0
67.75,0.20875799595865158,0.2043167631179796,0
68.0,0.2097720589888223,0.20513251483628528,0
68.25,0.2107919814183179,0.20595371458381442,0
68.5,0.2118176170704766,0.20678031799492658,0
68.75,0.2128488088529519,0.20761228173930418,0
69.0,0.21388539007068158,0.20844956348991142,0
69.25,0.2149271856552059,0.20929212189211488,0
69.5,0.21597401331946345,0.21013991653391478,0
69.75,0.21702568464657046,0.21099290791724243,0
70.0,0.21808200612040618,0.2118510574302802,0
70.25,0.21914278010507746,0.21271432732076118,0
70.5,0.2202078057795674,0.21358268067020922,0
70.75,0.22127688003307985,0.21445608136908187,0
71.0,0.2223497983258055,0.21533449409277808,0
71.25,0.2234263555190627,0.2162178842784782,0
71.5,0.22450634667801464,0.21710621810278177,0
71.75,0.225589567849457,0.21799946246011145,0
72.0,0.22667581681649934,0.21889758494185427,0
72.25,0.22776489383134843,0.21980055381620894,0
72.5,0.22885660232683394,0.22070833800871476,0
72.75,0.22995074960682077,0.22162090708343252,0
73.0,0.2310471475151999,0.22253823122475466,0
73.25,0.23214561308277445,0.22346028121981928,0
73.5,0.2332459691510339,0.22438702844150554,0
73.75,0.23434804497154804,0.22531844483198787,0
74.0,0.23545167677951598,0.22625450288682794,0
74.25,0.23655670833985518,0.2271951756395854,0
74.5,0.2376629914641275,0.22814043664692554,0
74.75,0.23877038649655571,0.22909025997420757,0
75.0,0.23987876276738998,0.23004462018153513,0
75.25,0.24098799901192952,0.23100349231025163,0
75.5,0.24209798375358738,0.23196685186986354,0
75.75,0.24320861564950821,0.23293467482537808,0
76.0,0.24431980379738966,0.23390693758503825,0
76.25,0.2454314680023346,0.23488361698844112,0
76.5,0.2465435390027503,0.23586469029502763,0
76.75,0.24765595865451465,0.23685013517292686,0
77.0,0.24876868007285743,0.2378399296881461,0
77.25,0.24988166773162185,0.238834052294092,0
77.5,0.2509948975198101,0.23983248182141167,0
77.75,0.2521083567555472,0.24083519746814316,0
78.0,0.2532220441578267,0.24184217879016343,0
78.25,0.2543359697766286,0.24285340569192443,0
78.5,0.2554501548822191,0.24386885841746694,0
78.75,0.2565646318146469,0.2448885175417028,0
79.0,0.2576794437946483,0.24591236396195526,0
79.25,0.25879464469735974,0.2469403788897506,0
79.5,0.25991029879039823,0.24797254384285095,0
79.75,0.2610264804380276,0.24900884063752093,0
80.0,0.2621432737732608,0.2500492513810189,0
80.25,0.2632607723398689,0.2510937584643082,0
80.5,0.2643790787063659,0.25214234455497697,0
80.75,0.26549830405412006,0.25319499259036404,0
81.0,0.26661856774181164,0.2542516857708804,0
81.25,0.26773999684849886,0.2553124075535215,0
81.5,0.2688627256975879,0.2563771416455647,0
81.75,0.2699868953640138,0.2574458719984443,0
82.0,0.2711126531669432,0.2585185828017994,0
82.25,0.2722401521502837,0.25959525847768894,0
82.5,0.273369550553264,0.2606758836749678,0
82.75,0.27450101127330095,0.2617604432638205,0
83.0,0.2756347013233137,0.2628489223304454,0
83.25,0.2767707912855843,0.2639413061718849,0
83.5,0.27790945476418333,0.2650375802910001,0
83.75,0.2790508678379019,0.2661377303915803,0
84.0,0.28019520851553714,0.26724174237358744,0
84.25,0.2813426561952807,0.2683496023285285,0
84.5,0.2824933911298675,0.26946129653495443,0
84.75,0.2836475938990221,0.27057681145407864,0
85.0,0.2848054448906506,0.27169613372551443,0
85.25,0.28596712379210076,0.2728192501631243,0
85.5,0.28713280909271566,0.2739461477509823,0
85.75,0.2883026775987882,0.2750768136394412,0
86.0,0.289476903961921,0.27621123514130397,0
86.25,0.29065566022168654,0.277349399728097,0
86.5,0.2918391153633801,0.2784912950264397,0
86.75,0.29302743489155386,0.2796369088145082,0
87.0,0.29422078041993016,0.2807862290185936,0
87.25,0.29541930927818766,0.2819392437097462,0
87.5,0.29662317413603934,0.28309594110050873,0
87.75,0.29783252264492177,0.28425630954173126,0
88.0,0.29904749709754963,0.28542033751947005,0
88.25,0.3002682341055096,0.28658801365196346,0
88.5,0.30149486429499794,0.28775932668668613,0
88.75,0.30272751202074605,0.288934265497476,0
89.0,0.30396629509812334,0.29011281908173625,0
89.25,0.3052113245533469,0.2912949765577047,0
89.5,0.30646270439168977,0.2924807271617948,0
89.75,0.3077205313835301,0.2936700602459992,0
90.0,0.30898489486805303,0.29486296527536116,0
90.25,0.3102558765743818,0.2960594318255069,0
90.5,0.31153355045988684,0.2972594495802396,0
90.75,0.3128179825654031,0.2984630083291906,0
91.0,0.31410923088705833,0.2996700979655323,0
91.25,0.31540734526441055,0.3008807084837423,0
91.5,0.3167123672845692,0.3020948299774247,0
91.75,0.3180243302019758,0.30331245263718426,0
92.0,0.3193432588735064,0.3045335667485496,0
92.25,0.3206691697085575,0.30575816268994954,0
92.5,0.32200207063377534,0.30698623093073685,0
92.75,0.323341961072086,0.3082177620292573,0
92.99999999999999,0.3246888319356891,0.30945274663096806,0
93.25,0.3260426656326781,0.31069117546659836,0
93.5,0.3274034360869518,0.3119330393503549,0
93.75,0.3287711087710932,0.31317832917816985,0
94.0,0.33014564075188735,0.3144270359259887,0
94.25,0.33152698074816195,0.3156791506480996,0
94.5,0.3329150692006387,0.31693466447550167,0
94.75,0.33430983835348244,0.3181935686143107,0
95.0,0.3357112123472498,0.31945585434420165,0
95.25,0.33711910732293554,0.3207215130168896,0
95.5,0.3385334315368193,0.32199053605464184,0
95.75,0.3399540854858276,0.323262914948828,0
96.0,0.34138096204311397,0.32453864125850107,0
96.25,0.3428139466035762,0.32581770660901194,0
96.5,0.34425291723902196,0.3271001026906551,0
96.75,0.34569774486269944,0.32838582125734583,0
97.0,0.3471482934029051,0.3296748541253261,0
97.25,0.3486044199853865,0.33096719317190115,0
97.5,0.35006597512424836,0.33226283033420345,0
97.74999999999999,0.35153280292107486,0.33356175760798584,0
98.00000000000001,0.3530047412719739,0.3348639670464396,0
98.24999999999999,0.3544816220822473,0.3361694507590408,0
98.50000000000001,0.3559632714883889,0.33747820091042197,0
98.75,0.3574495100871029,0.3387902097192677,0
98.99999999999999,0.3589401531710364,0.3401054694572365,0
99.25,0.36043501097091163,0.3414239724479056,0
99.5,0.3619338889037359,0.34274571106573803,0
99.75,0.3634365878267691,0.34407067773507416,0
100.0,0.3649429042969156,0.3453988649291446,0
100.25,0.3664526308352065,0.3467302651691041,0
100.5,0.3679655561960296,0.3480648710230876,0
100.75,0.3694814656407623,0.349402675105286,0
101.0,0.37100014121545577,0.3507436700750422,0
101.25,0.37252136203221226,0.3520878486359669,0
101.5,0.3740449045538955,0.3534352035350733,0
101.75,0.37557054288180813,0.35478572756192983,0
102.0,0.3770980490459646,0.35613941354783285,0
102.25,0.3786271932975881,0.35749625436499494,0
102.5,0.3801577444034521,0.35885624292575174,0
102.75,0.3816894699416857,0.360219372181785,0
103.00000000000001,0.38322213659866333,0.3615856351233641,0
103.25,0.38475551046658957,0.36295502477860014,0
103.5,0.38628935734139314,0.3643275342127191,0
103.74999999999999,0.38782344302054544,0.36570315652734803,0
104.0,0.38935753360041003,0.3670818848598191,0
104.25000000000001,0.3908913957727369,0.3684637123824842,0
104.5,0.39242479711991257,0.3698486323020478,0
104.75,0.3939575064085766,0.37123663785891065,0
104.99999999999999,0.3954892938812199,0.37262772232653074,0
105.25,0.3970199315453765,0.37402187901079353,0
105.49999999999999,0.39854919346002876,0.375419101249398,0
105.75,0.4000768560188444,0.37681938241125434,0
106.0,0.40160269822986777,0.37822271589589535,0
106.25000000000001,0.4031265019912937,0.37962909513289733,0
106.5,0.40464805236295187,0.3810385135813161,0
106.75,0.4061671378331411,0.38245096472913265,0
107.00000000000001,0.40768355058044925,0.3838664420927102,0
107.25,0.409197086730209,0.3852849392162632,0
107.5,0.4107075466052423,0.38670644967133677,0
107.75,0.41221473497054706,0.38813096705629735,0
108.0,0.4137184612716011,0.38955848499583107,0
108.25,0.41521853986594964,0.3909889971404572,0
108.5,0.4167147902477654,0.3924224971660465,0
108.75,0.4182070372650684,0.3938589787733529,0
109.0,0.41969511132930704,0.39529843568755185,0
109.25,0.4211788486170157,0.3967408616577905,0
109.5,0.42265809126326315,0.39818625045674516,0
109.75,0.4241326875466303,0.3996345958801885,0
110.0,0.425602492065459,0.401085891746565,0
110.25,0.42706736590512995,0.4025401318965758,0
110.49999999999999,0.42852717679613544,0.4039973101927695,0
110.75000000000001,0.42998179926273516,0.4054574205191457,0
111.0,0.4314311147619875,0.40692045678075967,0
111.24999999999999,0.4328750118129695,0.40838641290334277,0
111.5,0.43431338611601217,0.40985528283292333,0
111.75,0.4357461406617908,0.41132706053545987,0
112.0,0.4371731858301309,0.4128017399964786,0
112.25,0.43859443947840365,0.41427931522072126,0
112.5,0.44000982701940156,0.41575978023179516,0
112.75,0.4414192814886044,0.4172431290718359,0
113.0,0.44282274360076274,0.41872935580117193,0
113.25,0.4442201617957433,0.42021845449799805,0
113.49999999999999,0.4456114922736023,0.42171041925805525,0
113.75,0.44699669901886674,0.42320524419431566,0
114.0,0.44837575381403016,0.42470292343667587,0
114.25,0.44974863624227923,0.4262034511316527,0
114.5,0.45111533367949824,0.42770682144208944,0
114.74999999999999,0.45247584127560597,0.4292130285468635,0
115.0,0.45383016192531317,0.4307220666406032,0
115.25,0.455178306228395,0.43223392993340776,0
115.5,0.45652029243960035,0.4337486126505736,0
115.75,0.4578561464083413,0.43526610903232665,0
116.0,0.45918590150831823,0.43678641333355855,0
116.25,0.46050959855726015,0.43830951982356847,0
116.5,0.4618272857269798,0.43983542278581095,0
116.75,0.4631390184439594,0.4413641165176471,0
116.99999999999999,0.46444485928069823,0.44289559533010137,0
117.25,0.46574487783808205,0.4444298535476228,0
117.5,0.46703915061903417,0.4459668855078515,0
117.75,0.468327760893745,0.4475066855613888,0
118.0,0.4696107985567745,0.4490492480715722,0
118.25,0.47088835997635076,0.45059456741425524,0
118.50000000000001,0.4721605478361937,0.45214263797759013,0
118.75,0.4734274709702145,0.4536934541618162,0
119.0,0.47468924419044584,0.45524701037905185,0
119.25,0.47594598810858046,0.4568033010530899,0
119.50000000000001,0.4771978289514951,0.45836232061919785,0
119.75000000000001,0.4784448983711587,0.4599240635239204,0
120.0,0.4796873332493249,0.4614885242248889,0
120.25,0.48092527549742203,0.4630556971906309,0
120.5,0.4821588718520569,0.46462557690038553,0
120.74999999999999,0.48338827366656123,0.46619815784392116,0
121.0,0.4846136366990071,0.4677734345213582,0
121.25,0.4858351208971292,0.4693514014429939,0
121.49999999999999,0.4870528901805887,0.4709320531291306,0
121.75,0.4882671122210209,0.4725153841099089,0
122.0,0.4894779582203037,0.4741013889251403,0
122.24999999999999,0.4906856026874919,0.4756900621241492,0
122.49999999999999,0.49189022321484943,0.47728139826561045,0
122.75000000000001,0.4930920002534229,0.47887539191739675,0
122.99999999999999,0.49429111688858446,0.48047203765642427,0
123.25,0.49548775861597333,0.48207133006850444,0
123.5,0.4966821131182608,0.48367326374819614,0
123.75,0.4978743700431514,0.48527783329866286,0
124.0,0.49906472078303243,0.48688503333152994,0
124.24999999999999,0.5002533582566696,0.48849485846674845,0
124.50000000000001,0.5014404766933389,0.4901073033324574,0
124.75000000000001,0.5026262714197776,0.4917223625648521,0
125.0,0.5038109386503209,0.4933400308080522,0
125.25000000000001,0.5049946752805842,0.49496030271397573,0
125.5,0.506177678685031,0.4965831729422108,0
125.75000000000001,0.5073601465187627,0.49820863615989563,0
126.0,0.5085422765238431,0.4998366870415952,0
126.25,0.5097242663404632,0.5014673202691838,0
126.50000000000001,0.5109063133232283,0.5031005305317299,0
126.75,0.5120886143628456,0.5047363125253806,0
127.0,0.5132713657134576,0.5063746609532516,0
127.25000000000001,0.5144547628258707,0.5080155705253167,0
127.5,0.515639000186887,0.5096590359583002,0
127.75,0.5168242711649558,0.5113050519755737,0
128.0,0.5180107678623188,0.5129536133070506,0
128.25,0.5191986809738259,0.5146047146890862,0
128.5,0.5203881996525649,0.516258350864378,0
128.75,0.5215795113824412,0.5179145165818692,0
129.0,0.5227728018578175,0.5195732065966523,0
129.25,0.5239682548703094,0.521234415669877,0
129.5,0.5251660522028164,0.5228981385686576,0
129.75,0.5263663735308395,0.524564370065983,0
130.0,0.5275693963311353,0.5262331049406302,0
130.25,0.5287752957977193,0.5279043379770773,0
130.5,0.5299842447652331,0.5295780639654168,0
130.75,0.5311964136396513,0.5312542777012768,0
131.0,0.5324119703363096,0.5329329739857369,0
131.25,0.5336310802251989,0.5346141476252494,0
131.5,0.5348539060834645,0.5362977934315607,0
131.75,0.5360806080550339,0.5379839062216365,0
132.0,0.537311343617272,0.5396724808175852,0
132.25,0.5385462675545571,0.5413635120465857,0
132.5,0.539785531938655,0.5430569947408146,0
132.75,0.5410292861157422,0.5447529237373765,0
133.0,0.5422776766999359,0.5464512938782342,0
133.25,0.5435308475731554,0.5481521000101421,0
133.5,0.5447889398911419,0.5498553369845796,0
133.75,0.5460520920954427,0.5515609996576857,0
134.0,0.5473204399311542,0.5532690828901958,0
134.25,0.548594116470216,0.5549795815473805,0
134.5,0.5498732521400294,0.5566924904989828,0
134.75,0.5511579747571662,0.5584078046191601,0
135.0,0.5524484095659266,0.5601255187864247,0
135.25,0.553744679281496,0.5618456278835875,0
135.5,0.5550469041374433,0.5635681267977013,0
135.75,0.5563552019372944,0.5652930104200065,0
136.0,0.5576696881099105,0.567020273645877,0
136.25,0.5589904757683958,0.5687499113747683,0
136.5,0.5603176757722507,0.5704819185101654,0
136.75,0.5616513967924875,0.5722162899595329,0
137.0,0.5629917453794179,0.5739530206342658,0
137.25,0.5643388260328209,0.5756921054496423,0
137.5,0.5656927412741968,0.5774335393247746,0
137.75,0.5670535917208098,0.5791773171825635,0
138.0,0.5684214761612275,0.5809234339496562,0
138.25,0.5697964916320549,0.5826718845563975,0
138.5,0.5711787334955689,0.584422663936791,0
138.75,0.5725682955179587,0.5861757670284535,0
139.0,0.5739652699478748,0.5879311887725769,0
139.25,0.5753697475949997,0.5896889241138853,0
139.5,0.5767818179083473,0.5914489680005975,0
139.75,0.5782015690540049,0.5932113153843883,0
140.0,0.5796290879920406,0.5949759612203498,0
140.25,0.5810644605522937,0.596742900466956,0
140.5,0.5825077715087762,0.5985121280860256,0
